thread_id,comment_id,video_id,author,author_channel_id,is_reply,parent_comment_id,published_at_comment,text,like_count_comment,reply_count
Ugy0E7NVmoLzOdofHcF4AaABAg,Ugy0E7NVmoLzOdofHcF4AaABAg,-4GmbBoYQjE,@MrBeast,UCX6OQ3DkcsbYNE6H8uQQuVA,False,,2025-05-10T16:17:59Z,"SUBSCRIBE TO WIN $50,000! To celebrate my birthday I’m giving $500,000 split amongst 10 random people that subscribe! :D



Make sure you have an email address on your profile! We’ll reach out from giveaway@mrbeastbusiness.com if you are selected as a winner so make sure to check your email and spam folder!",65099,638.0
Ugy0E7NVmoLzOdofHcF4AaABAg,Ugy0E7NVmoLzOdofHcF4AaABAg.AHxBl1q6T3rAHxBmoK2NNH,-4GmbBoYQjE,@2005hondaaccord-i4x,UCg2JAkEAQwbZMwYKAX43Qrg,True,Ugy0E7NVmoLzOdofHcF4AaABAg,2025-05-10T16:18:14Z,First,778,
Ugy0E7NVmoLzOdofHcF4AaABAg,Ugy0E7NVmoLzOdofHcF4AaABAg.AHxBl1q6T3rAHxBp6bpcSn,-4GmbBoYQjE,@zkgamer0075,UCg66bWmg82zYX7anmjYJP9Q,True,Ugy0E7NVmoLzOdofHcF4AaABAg,2025-05-10T16:18:33Z,Ok,341,
Ugy0E7NVmoLzOdofHcF4AaABAg,Ugy0E7NVmoLzOdofHcF4AaABAg.AHxBl1q6T3rAHxBpEdvOSs,-4GmbBoYQjE,@حيدر-حيدر313,UCuUyL_mW_vgqM58NAMLAqQA,True,Ugy0E7NVmoLzOdofHcF4AaABAg,2025-05-10T16:18:34Z,قبل 28 ثانيه,246,
Ugy0E7NVmoLzOdofHcF4AaABAg,Ugy0E7NVmoLzOdofHcF4AaABAg.AHxBl1q6T3rAHxBpdWOXYa,-4GmbBoYQjE,@Disaster33,UC9x_0ZvmkrO9a3_NN4cRWGg,True,Ugy0E7NVmoLzOdofHcF4AaABAg,2025-05-10T16:18:37Z,Wow😮,155,
Ugy0E7NVmoLzOdofHcF4AaABAg,Ugy0E7NVmoLzOdofHcF4AaABAg.AHxBl1q6T3rAHxBpqZzoXj,-4GmbBoYQjE,@Beeメ,UCm3Pn8IdjihvrP-On8z_yHA,True,Ugy0E7NVmoLzOdofHcF4AaABAg,2025-05-10T16:18:39Z,24s ago,141,
UgyJCCTurI2H9jcIdv94AaABAg,UgyJCCTurI2H9jcIdv94AaABAg,-4GmbBoYQjE,@فوازالخلدون,UCMtPB0V00I0lqAn0lGjwiiQ,False,,2025-07-01T16:21:32Z,فواز❤❤❤❤❤,1,0.0
UgxVh2B_GeMPeDQevGV4AaABAg,UgxVh2B_GeMPeDQevGV4AaABAg,-4GmbBoYQjE,@فوازالخلدون,UCMtPB0V00I0lqAn0lGjwiiQ,False,,2025-07-01T16:20:35Z,مستر بيست شاهد بنات فواز اكتب الملك فواز السوري,1,0.0
Ugz-4nePUrXjwBVqAjl4AaABAg,Ugz-4nePUrXjwBVqAjl4AaABAg,-4GmbBoYQjE,@settukamalesh2952,UCNOQrPteUd4spBBfUeXSTGA,False,,2025-07-01T15:47:36Z,❤,0,0.0
UgyNuCC4_xVJZYCjJpZ4AaABAg,UgyNuCC4_xVJZYCjJpZ4AaABAg,-4GmbBoYQjE,@mirzaimranbaig8718,UCCcTJAqfChqg83M2qX0qvbQ,False,,2025-07-01T15:47:00Z,Superb bro 👍,0,0.0
Ugx_XXixoN3F201ZGkR4AaABAg,Ugx_XXixoN3F201ZGkR4AaABAg,-4GmbBoYQjE,@Mondongo126-x9f,UCccfSL3BFD2R6R0PzymVQ_Q,False,,2025-07-01T15:20:03Z,ESTO PASO EN GUATEMALA CHICOS,0,0.0
UgxkJA6mA7r6Rc8Igud4AaABAg,UgxkJA6mA7r6Rc8Igud4AaABAg,-4GmbBoYQjE,@s39ior,UCc03RypnDgIjV2qBgJ7F4uA,False,,2025-07-01T15:15:43Z,🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩,0,0.0
UgzRv1KXV1r64XdYfbF4AaABAg,UgzRv1KXV1r64XdYfbF4AaABAg,-4GmbBoYQjE,@Ggrandmasterflash,UCol82JrvEbugAM8MoPAL6vg,False,,2025-07-01T14:42:38Z,👍👍👍,0,0.0
